Embedding Type,Round,Task,Hidden Layer Sizes,Epochs,Batch Size,Learning Rate,pair,Baseline,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,accuracy
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Baseline,0.0059523809523809,0.0119047619047619,0.0079365079365079,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0303030303030303
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Baseline,0.1212121212121212,0.1818181818181818,0.1363636363636363,0.25,0.25,0.25,0.25
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Baseline,0.0625,0.125,0.0833333333333333,0.2,0.2,0.2,0.2
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Baseline,0.0372742882463719,0.0459510357815442,0.0385879657066097,0.0919540229885057,0.0919540229885057,0.0919540229885057,0.0919540229885057
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Baseline,0.0775862068965517,0.0748768472906403,0.0607142857142857,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Baseline,0.0666666666666666,0.0877551020408163,0.069172932330827,0.2,0.2,0.2,0.2
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Baseline,0.02,0.05,0.0227272727272727,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Baseline,0.0493589743589743,0.075,0.0562091503267973,0.1612903225806451,0.1612903225806451,0.1612903225806451,0.1612903225806451
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Baseline,0.0178571428571428,0.0357142857142857,0.0238095238095238,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Baseline,0.0161124794745484,0.0301724137931034,0.018431855500821,0.0347826086956521,0.0347826086956521,0.0347826086956521,0.0347826086956521
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Baseline,0.0356401384083044,0.0830065359477124,0.0460487225193107,0.0934579439252336,0.0934579439252336,0.0934579439252336,0.0934579439252336
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Baseline,0.0678091397849462,0.1017857142857142,0.0760964912280701,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Baseline,0.0153609831029185,0.064516129032258,0.0241935483870967,0.054054054054054,0.054054054054054,0.054054054054054,0.054054054054054
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Baseline,0.0108024691358024,0.0138888888888888,0.0121527777777777,0.1555555555555555,0.1555555555555555,0.1555555555555555,0.1555555555555555
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Baseline,0.0456989247311828,0.0591397849462365,0.0415770609318996,0.125,0.125,0.125,0.125
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Baseline,0.0238455988455988,0.0534920634920634,0.0298001215990272,0.0680272108843537,0.0680272108843537,0.0680272108843537,0.0680272108843537
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Baseline,0.0184017595307917,0.0241935483870967,0.0147003534100308,0.0272727272727272,0.0272727272727272,0.0272727272727272,0.0272727272727272
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Baseline,0.0666666666666666,0.0716374269005847,0.0686980609418282,0.125,0.125,0.125,0.125
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Baseline,0.04,0.04,0.04,0.0384615384615384,0.0384615384615384,0.0384615384615384,0.0384615384615384
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Baseline,0.1363636363636363,0.1818181818181818,0.1515151515151515,0.2,0.2,0.2,0.2
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Baseline,0.0714600550964187,0.1097402597402597,0.0767272727272727,0.1222222222222222,0.1222222222222222,0.1222222222222222,0.1222222222222222
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Baseline,0.0140873015873015,0.0416666666666666,0.0199074074074074,0.0597014925373134,0.0597014925373134,0.0597014925373134,0.0597014925373134
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Baseline,0.0277777777777777,0.0416666666666666,0.0317460317460317,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Baseline,0.0316666666666666,0.1,0.0466666666666666,0.125,0.125,0.125,0.125
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Baseline,0.0212827988338192,0.0510204081632653,0.0269679300291545,0.05,0.05,0.05,0.05
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Baseline,0.1,0.1,0.1,0.1304347826086956,0.1304347826086956,0.1304347826086956,0.1304347826086956
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Baseline,0.0555555555555555,0.1666666666666666,0.0833333333333333,0.2,0.2,0.2,0.2
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Baseline,0.0866666666666666,0.0816666666666666,0.0622510822510822,0.1041666666666666,0.1041666666666666,0.1041666666666666,0.1041666666666666
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Baseline,0.125,0.1041666666666666,0.1111111111111111,0.12,0.12,0.12,0.12
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Baseline,0.1555555555555555,0.1666666666666666,0.1504629629629629,0.25,0.25,0.25,0.25
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Baseline,0.0166666666666666,0.0166666666666666,0.0166666666666666,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Baseline,0.0694444444444444,0.125,0.0888888888888888,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Baseline,0.0222222222222222,0.0266666666666666,0.0242424242424242,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.1538461538461538
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Baseline,0.0621460506706408,0.0969945355191256,0.0568948355833601,0.0887096774193548,0.0887096774193548,0.0887096774193548,0.0887096774193548
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Baseline,0.1016666666666666,0.125,0.1038690476190476,0.1777777777777777,0.1777777777777777,0.1777777777777777,0.1777777777777777
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Baseline,0.0390625,0.0625,0.04375,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Baseline,0.1527777777777777,0.25,0.1805555555555555,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Baseline,0.008,0.03,0.0126315789473684,0.088235294117647,0.088235294117647,0.088235294117647,0.088235294117647
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Baseline,0.0366568914956011,0.032258064516129,0.0284178187403993,0.1052631578947368,0.1052631578947368,0.1052631578947368,0.1052631578947368
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Baseline,0.0317460317460317,0.0408163265306122,0.0357142857142857,0.25,0.25,0.25,0.25
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Baseline,0.0160427807486631,0.0588235294117647,0.0252100840336134,0.1764705882352941,0.1764705882352941,0.1764705882352941,0.1764705882352941
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Baseline,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.125,0.125,0.125,0.125
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Baseline,0.053422756706753,0.0358781810596579,0.0382978723404255,0.1058823529411764,0.1058823529411764,0.1058823529411764,0.1058823529411764
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Baseline,0.0460858585858585,0.0689935064935065,0.053510101010101,0.1408450704225352,0.1408450704225352,0.1408450704225352,0.1408450704225352
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Baseline,0.0268939393939393,0.0562770562770562,0.0322192513368983,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Baseline,0.0357142857142857,0.0765306122448979,0.0471611721611721,0.1034482758620689,0.1034482758620689,0.1034482758620689,0.1034482758620689
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Baseline,0.0606060606060606,0.0606060606060606,0.0606060606060606,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0714285714285714
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Baseline,0.0591397849462365,0.0403225806451612,0.0419354838709677,0.1034482758620689,0.1034482758620689,0.1034482758620689,0.1034482758620689
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Baseline,0.0625757575757575,0.0858585858585858,0.068280204643841,0.1477272727272727,0.1477272727272727,0.1477272727272727,0.1477272727272727
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Baseline,0.037748171368861,0.0734811165845648,0.0482758620689655,0.1067961165048543,0.1067961165048543,0.1067961165048543,0.1067961165048543
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Baseline,0.0962570621468926,0.1418849512069851,0.1040579320240337,0.1888888888888888,0.1888888888888888,0.1888888888888888,0.1888888888888888
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Baseline,0.0544444444444444,0.1033333333333333,0.0683333333333333,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.1071428571428571
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Baseline,0.076797385620915,0.1078431372549019,0.076844070961718,0.1384615384615384,0.1384615384615384,0.1384615384615384,0.1384615384615384
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Baseline,0.071574074074074,0.0874074074074074,0.067089947089947,0.1568627450980392,0.1568627450980392,0.1568627450980392,0.1568627450980392
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair24,Baseline,0.0361111111111111,0.028125,0.0296078431372549,0.0519480519480519,0.0519480519480519,0.0519480519480519,0.0519480519480519
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair24,Baseline,0.08,0.0266666666666666,0.04,0.05,0.05,0.05,0.05
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair24,Baseline,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair24,Baseline,0.1,0.1,0.1,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0237754761564285,0.0330859616573902,0.0249310250415955,0.1030927835051546,0.1030927835051546,0.1030927835051546,0.1030927835051546
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0149557075577483,0.018548044217687,0.0126727074095495,0.09375,0.09375,0.09375,0.09375
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0531199901344185,0.0864779874213836,0.0625394124418197,0.125,0.125,0.125,0.125
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0201754385964912,0.0324561403508772,0.0247756142492984,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0525054466230936,0.059912854030501,0.0545388525780682,0.1011235955056179,0.1011235955056179,0.1011235955056179,0.1011235955056179
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0750566893424036,0.0793650793650793,0.0702226345083487,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0695652173913043,0.0471014492753623,0.0507246376811594,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.1,0.1,0.1,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.0567375886524822,0.0425531914893617,0.0468085106382978,0.0736842105263157,0.0736842105263157,0.0736842105263157,0.0736842105263157
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.0789473684210526,0.0833333333333333,0.0780701754385965,0.1162790697674418,0.1162790697674418,0.1162790697674418,0.1162790697674418
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.1346153846153846,0.1153846153846153,0.1217948717948717,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.0069444444444444,0.0208333333333333,0.0104166666666666,0.0526315789473684,0.0526315789473684,0.0526315789473684,0.0526315789473684
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.074074074074074,0.074074074074074,0.0555555555555555,0.125,0.125,0.125,0.125
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.0757575757575757,0.1818181818181818,0.106060606060606,0.25,0.25,0.25,0.25
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.0590643274853801,0.0504223521767381,0.046807301654947,0.1275167785234899,0.1275167785234899,0.1275167785234899,0.1275167785234899
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.0636446886446886,0.0689903846153846,0.0627165627165627,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.0648809523809523,0.1296703296703296,0.0852216748768472,0.2340425531914893,0.2340425531914893,0.2340425531914893,0.2340425531914893
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.0419768403639371,0.0791788856304985,0.0532258064516129,0.1860465116279069,0.1860465116279069,0.1860465116279069,0.1860465116279069
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.1061728395061728,0.2129629629629629,0.1378600823045267,0.2592592592592592,0.2592592592592592,0.2592592592592592,0.2592592592592592
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.0992484526967285,0.1666666666666666,0.114977359804946,0.2682926829268293,0.2682926829268293,0.2682926829268293,0.2682926829268293
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.0424679487179487,0.0817307692307692,0.0466727716727716,0.0879120879120879,0.0879120879120879,0.0879120879120879,0.0879120879120879
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.0396825396825396,0.0634920634920634,0.0476190476190476,0.0816326530612244,0.0816326530612244,0.0816326530612244,0.0816326530612244
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.1052631578947368,0.1052631578947368,0.1008771929824561,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.063063063063063,0.1081081081081081,0.0765765765765765,0.1176470588235294,0.1176470588235294,0.1176470588235294,0.1176470588235294
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.1285714285714285,0.2,0.1523809523809523,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.2413793103448276
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.0042735042735042,0.0384615384615384,0.0076923076923076,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.0555555555555555,0.1111111111111111,0.074074074074074,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.125,0.25,0.1666666666666666,0.25,0.25,0.25,0.25
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.0915178571428571,0.0625,0.0634920634920634,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.0851063829787234
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.125,0.125,0.125,0.125
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.2,0.2,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.28125,0.375,0.3,0.4,0.4,0.4,0.4
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.0071428571428571,0.0119047619047619,0.0089285714285714,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0303030303030303
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.25,0.25,0.25,0.25
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.0625,0.125,0.0833333333333333,0.2,0.2,0.2,0.2
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.0465719839968063,0.0843691148775894,0.0561066321356878,0.1091954022988505,0.1091954022988505,0.1091954022988505,0.1091954022988505
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.1036184210526315,0.1014619883040935,0.0882813093339409,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.1388888888888889
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.0557291666666666,0.0662202380952381,0.0527398459383753,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.0444444444444444,0.0333333333333333,0.0355555555555555,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.0607638888888888,0.0859375,0.0673076923076923,0.1290322580645161,0.1290322580645161,0.1290322580645161,0.1290322580645161
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.057471264367816,0.0827586206896551,0.0642633228840125,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0258888888888888,0.0416666666666666,0.0291225749559082,0.0521739130434782,0.0521739130434782,0.0521739130434782,0.0521739130434782
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0464743589743589,0.0865384615384615,0.0580738705738705,0.0841121495327102,0.0841121495327102,0.0841121495327102,0.0841121495327102
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0958188153310104,0.1533101045296167,0.1083623693379791,0.1379310344827586,0.1379310344827586,0.1379310344827586,0.1379310344827586
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0629032258064516,0.1129032258064516,0.0666666666666666,0.1081081081081081,0.1081081081081081,0.1081081081081081,0.1081081081081081
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0212962962962962,0.0357142857142857,0.0261813537675606,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0546875,0.0572916666666666,0.050595238095238,0.125,0.125,0.125,0.125
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0503463740338482,0.052865213882163,0.0411226637547674,0.0816326530612244,0.0816326530612244,0.0816326530612244,0.0816326530612244
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0278079710144927,0.0333333333333333,0.0251428571428571,0.0454545454545454,0.0454545454545454,0.0454545454545454,0.0454545454545454
Unimodal,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0769230769230769,0.0854700854700854,0.0803418803418803,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Unimodal,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0866666666666666,0.088,0.0872727272727272,0.1153846153846153,0.1153846153846153,0.1153846153846153,0.1153846153846153
Unimodal,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0471380471380471,0.0592592592592592,0.0509259259259259,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428
Unimodal,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.12,0.1333333333333333,0.125,0.2,0.2,0.2,0.2
Unimodal,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.063080808080808,0.0945887445887445,0.0664069264069264,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333
Unimodal,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.0277777777777777,0.0245098039215686,0.0233660130718954,0.044776119402985,0.044776119402985,0.044776119402985,0.044776119402985
